,Unnamed: 0,Source,Date,Program Name,Time,Duration,Has Transcript,Transcript,Unavailable link,Unavailable reason,video_link
18,30,BBC1 London,14-aug-2015,BBC London News,13:30,15 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E075A?bcast=116242501,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E075A-BBC-London-News-2015-08-14T123000Z-BBC1-London.mp4/index.m3u8
19,32,BBC1 London,14-aug-2015,BBC London News,18:30,30 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E0757?bcast=116243195,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E0757-BBC-London-News-2015-08-14T173000Z-BBC1-London.mp4/index.m3u8
20,35,BBC1 London,10-aug-2015,BBC News,01:20,280 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A77068B?bcast=116219192,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A77068B-BBC-News-2015-08-10T002000Z-BBC1-London.mp4/index.m3u8
21,36,BBC1 London,10-aug-2015,BBC News at One,13:00,30 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7B7724?bcast=116214720,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7B7724-BBC-News-at-One-2015-08-10T120000Z-BBC1-London.mp4/index.m3u8
22,37,BBC1 London,10-aug-2015,BBC London News,13:30,15 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E0700?bcast=116214829,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E0700-BBC-London-News-2015-08-10T123000Z-BBC1-London.mp4/index.m3u8
23,42,BBC1 London,11-aug-2015,BBC News,00:10,350 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7B7707?bcast=116219951,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7B7707-BBC-News-2015-08-11T231000Z-BBC1-London.mp4/index.m3u8
24,44,BBC1 London,11-aug-2015,BBC London News,13:30,15 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E0714?bcast=116222597,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E0714-BBC-London-News-2015-08-11T123000Z-BBC1-London.mp4/index.m3u8
25,46,BBC1 London,11-aug-2015,BBC London News,18:30,30 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E0711?bcast=116223311,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E0711-BBC-London-News-2015-08-11T173000Z-BBC1-London.mp4/index.m3u8
26,57,BBC1 London,5-aug-2015,BBC London News,13:30,15 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7714A9?bcast=116181553,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7714A9-BBC-London-News-2015-08-05T123000Z-BBC1-London.mp4/index.m3u8
27,59,BBC1 London,5-aug-2015,BBC London News,18:30,30 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7714A6?bcast=116182216,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7714A6-BBC-London-News-2015-08-05T173000Z-BBC1-London.mp4/index.m3u8
28,61,BBC1 London,5-aug-2015,BBC London News,22:30,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7714A3?bcast=116263225,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7714A3-BBC-London-News-2015-08-05T213000Z-BBC1-London.mp4/index.m3u8
29,62,BBC1 London,15-aug-2015,BBC News,01:25,275 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7B781D?bcast=116245619,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7B781D-BBC-News-2015-08-15T002500Z-BBC1-London.mp4/index.m3u8
30,64,BBC1 London,15-aug-2015,BBC London News,18:10,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E0765?bcast=116248514,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E0765-BBC-London-News-2015-08-15T171000Z-BBC1-London.mp4/index.m3u8
31,66,BBC1 London,16-aug-2015,BBC News,00:50,310 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7B7860?bcast=116304662,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7B7860-BBC-News-2015-08-16T235000Z-BBC1-London.mp4/index.m3u8
32,70,BBC1 London,16-aug-2015,BBC London News,18:50,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E076D?bcast=116254959,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E076D-BBC-London-News-2015-08-16T175000Z-BBC1-London.mp4/index.m3u8
33,72,BBC1 London,16-aug-2015,BBC London News,22:20,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A7E076A?bcast=116255381,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A7E076A-BBC-London-News-2015-08-16T212000Z-BBC1-London.mp4/index.m3u8
34,73,BBC1 London,19-aug-2015,BBC News,00:40,320 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A8FF605?bcast=116272880,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A8FF605-BBC-News-2015-08-19T234000Z-BBC1-London.mp4/index.m3u8
35,74,BBC1 London,19-aug-2015,BBC News at One,13:00,30 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0A8FF667?bcast=116275346,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0A8FF667-BBC-News-at-One-2015-08-19T120000Z-BBC1-London.mp4/index.m3u8
