datadate,year,tic,conm,cik,conml,matched
31dec2009,2009,AWBCQ,AMERICANWEST BANCORP,726990.0,AmericanWest BanCorp,0
30jun2004,2004,ASBN,ASB FINANCIAL CORP,944304.0,ASB Financial Corp,0
30apr2002,2001,RBBR,R B RUBBER PRODUCTS INC,942615.0,RB Rubber Products Inc,0
31dec2002,2002,CBRAF,CBR BREWING CO INC -CL A,846012.0,CBR Brewing Co Inc,0
30sep2003,2003,LTUS.,GARDEN FRESH RESTAURANT CORP,942133.0,Garden Fresh Restaurant Corp.,0
31dec2002,2002,3PVST.,PLAN VISTA CORP,942319.0,Plan Vista Corp,0
31dec2004,2004,JCCIY,JILIN CHEMICAL INDUSTRIAL CO,944476.0,Jilin Chemical Industrial Co Ltd,0
31jan2011,2010,BGPIQ,BORDERS GROUP INC,940510.0,Borders Group Inc,1
31dec2010,2010,EZEN,EZENIA INC,943894.0,Ezenia Inc,0
31dec2005,2005,RA.1,RECKSON ASSOCS REALTY CORP,930548.0,Reckson Associates Realty Corp.,0
31dec2015,2015,FEIC,FEI CO,914329.0,FEI Co.,0
31dec2013,2013,PTGC,PHAROL SGPS SA,944747.0,PHarol SGPS SA,0
31dec2004,2004,INTD,INTELIDATA TECHNOLOGIES CORP,1021810.0,InteliData Technologies Corp,0
31dec2005,2005,BWCF,BWC FINANCIAL CORP,353650.0,BWC Financial Corp,0
31dec2015,2015,STRZA,STARZ,1507934.0,Starz,1
31dec2005,2005,MEDC.,MED-DESIGN CORP,943736.0,Med Design Corp(The),0
31dec2001,2001,AVNT..,AVANT CORP,943892.0,Avant Corp,0
31dec2002,2002,TTEN.,3TEC ENERGY CORP,903267.0,3TEC Energy Corp,1
31dec2009,2009,TRMPQ,TRUMP ENTERTAINMENT RESORTS,943320.0,Trump Entertainment Resorts Inc,1
31dec2010,2010,3UNNF,UNION NATIONAL FINANCIAL CP,874482.0,Union National Financial Corp,0
31dec2005,2005,SWW,SITEL CORP,943820.0,SITEL Corp,0
31dec2006,2006,YANB,YARDVILLE NATIONAL BANCORP,787849.0,Yardville National Bancorp,0
31dec2009,2009,0994B,US ONCOLOGY INC,943061.0,US Oncology Inc,0
31dec2011,2011,9101B,POINDEXTER (JB) & CO INC,918962.0,J.B. Poindexter & Co. Inc.,0
31dec2003,2003,LOGN,LOGANSPORT FINANCIAL CORP,939928.0,Logansport Financial Corp.,0
31dec2012,2012,TXCCQ,TRANSWITCH CORP,944739.0,TranSwitch Corp,1
31jul2007,2007,WPEC.1,WESTERN PWR & EQUIP CORP,939729.0,Western Power & Equipment Corp,0
31dec2004,2004,CRII,CELL ROBOTICS INTL INC,845291.0,Cell Robotics International Inc,0
31dec2001,2001,3CLAC,CLICKACTION INC,944950.0,Clickaction Inc,0
31dec2005,2005,SERO,SEROLOGICALS CORP,767673.0,Serologicals Corp,0
31dec2001,2001,SLIXQ,CML HOLDINGS INTL LLC,942138.0,CML Holdings International LLC,0
30jun2001,2001,EGPT.1,EAGLE POINT SOFTWARE CORP,945066.0,Eagle Point Software Corp,0
31dec2010,2010,MFW,M & F WORLDWIDE CORP,945235.0,M & F Worldwide Corp.,1
31dec2013,2013,EIX2,EDISON MISSION ENERGY,930835.0,Edison Mission Energy,1
31dec2008,2008,VLCY,VOYAGER LEARNING CO,215219.0,Voyager Learning Co,0
31dec2015,2015,CAM,CAMERON INTERNATIONAL CORP,941548.0,Cameron International Corp,1
31dec2012,2012,DVNTF,DIVERSINET CORP,918387.0,Diversinet Corp,0
30sep2009,2009,0043A,BWAY CORP,943897.0,BWAY Corp,0
31mar2002,2001,CPCL,CLARE INC,945123.0,Clare Inc,0
31dec2001,2001,HNCS,HNC SOFTWARE INC,945093.0,HNC Software Inc,0
31dec2001,2001,VIDA.,VIDAMED INC,929900.0,Vidamed Inc,0
31dec2008,2008,RMTD,REMOTE DYNAMICS INC,944400.0,Remote Dynamics Inc,0
31dec2010,2010,3ECNG,ENERGYCONNECT GROUP INC,944947.0,EnergyConnect Group Inc,0
31dec2002,2002,USDC,USDATA CORP,943895.0,USDATA Corp,0
31dec2002,2002,SOSS,SOS STAFFING SERVICES INC,945437.0,SOS Staffing Services Inc,0
31dec2012,2012,MMUS,MAKEMUSIC INC,920707.0,MakeMusic Inc,0
31dec2002,2002,FBBC,FIRST BELL BANCORP INC,932697.0,First Bell Bancorp Inc,0
31dec2006,2006,DRTE,DENDRITE INTERNATIONAL INC,880321.0,Dendrite International Inc,0
30jun2004,2004,GUPB,GFSB BANCORP INC,942129.0,GFSB Bancorp Inc,0
31dec2015,2015,GTPS,GREAT AMERICAN BANCORP INC,943064.0,Great American Bancorp Inc,0
30nov2001,2001,TSFT,TELESOFT CORP,944142.0,Telesoft Corp,0
31dec2002,2002,LGTO,LEGATO SYSTEMS INC,859360.0,Legato Systems Inc,0
31mar2005,2004,CSYS,CLEARSTORY SYSTEMS INC,878612.0,Clearstory Systems Inc,0
30jun2004,2004,FKKY,FRANKFORT FIRST BANCORP INC,930182.0,Frankfort First Bancorp Inc,0
31dec2015,2015,AMRB,AMERICAN RIVER BANKSHARES,1108236.0,American River Bankshares,0
31dec2014,2014,SUNEQ,SUNEDISON INC,945436.0,SunEdison Inc,1
31dec2001,2001,MTINQ,MARTIN INDUSTRIES INC/DE,942143.0,Martin Industries Inc/DE,0
31dec2001,2001,SELBE,SEL-LEB MARKETING INC,934853.0,Sel-Leb Marketing Inc,0
31dec2013,2013,WSGI,WORLD SURVEILLANCE GROUP INC,919742.0,World Surveillance Group Inc,0
31dec2001,2001,CGRA,CGROWTH CAPITAL INC,317781.0,CGrowth Capital Inc,0
31dec2009,2009,HABC,HABERSHAM BANCORP INC,754597.0,Habersham Bancorp,0
31dec2010,2010,BMTL,BIOMEDICAL TECHNOLOGY SOLTNS,1443062.0,BioMedical Technology Solutions Holdings Inc,0
31dec2007,2007,RHWI,RIVER HAWK AVIATION INC,1088734.0,River Hawk Aviation Inc,0
31dec2008,2008,TAGS.1,TARRANT APPAREL GROUP,944948.0,Tarrant Apparel Group,0
30jun2011,2011,CNU,CONTINUCARE CORP,803352.0,Continucare Corp,0
31jul2015,2015,6033B,LRI HOLDINGS INC,1383875.0,LRI Holdings Inc,0
30jun2006,2006,VSNI,VISEON INC,936130.0,Viseon Inc,0
31dec2001,2001,3SISBY,SANTA ISABEL SA,947462.0,Santa Isabel SA,0
31dec2003,2003,TSMA.,TESMA INTERNATNAL INC  -CL A,944802.0,Tesma International Inc,0
31mar2010,2009,PHHMQ,PALM HARBOR HOMES INC,923473.0,Palm Harbor Homes Inc,0
31dec2007,2007,MRB,METALLICA RESOURCES INC,927993.0,Metallica Resources Inc.,0
31dec2002,2002,ONTC.,ON TECHNOLOGY CORP,925288.0,ON Technology Corp,0
31dec2007,2007,OMRX,ORTHOMETRIX INC,946428.0,Orthometrix Inc,0
31dec2011,2011,RVR,WHITE RIVER CAPITAL INC,1318545.0,White River Capital Inc,0
31dec2002,2002,AIJ,AMER INSD MTG SER 86  -LP,784014.0,American Insured Mortgage Series 86 LP,0
31dec2002,2002,AIK,AMER INSD MTG SER 88  -LP,811437.0,American Insured Mortgage Series 88 LP,0
31dec2001,2001,LRCI,LEGAL RESEARCH CENTER INC,945506.0,Legal Research Center Inc,0
31dec2010,2010,AMIEQ,AMBASSADORS INTERNATIONL INC,946842.0,Ambassadors International Inc,0
31dec2001,2001,IBBO,INTL BIOFUEL & BIOCHEMICAL,1057550.0,International Biofuel & Biochemical,0
31dec2001,2001,MOORZ,CHADMOORE WIRELESS GROUP INC,815755.0,Chadmoore Wireless Group Inc,0
31dec2001,2001,CRSCZ,CELERIS CORP,946994.0,Celeris Corp,0
31dec2007,2007,UBB,UNIBANCO UNIAO DE BANCO,1038583.0,Unibanco Uniao De Bancos Brasileiros SA,0
31dec2005,2005,WFSI,WFS FINANCIAL INC,946343.0,WFS Financial Inc,0
31dec2010,2010,CADV,CAREADVANTAGE INC,937252.0,Careadvantage Inc,0
31dec2006,2006,OO,OAKLEY INC,946356.0,Oakley Inc.,1
31dec2008,2008,ENCS,ENCORE ENERGY SYSTEMS INC,824851.0,Encore Energy Systems Inc,0
31dec2006,2006,4437B,CELLEGY PHARMACEUTICALS -OLD,,Cellegy Pharmaceuticals Inc,0
31dec2001,2001,3VIONQ,VION PHARMACEUTICALS INC,944522.0,Vion Pharmaceuticals Inc,0
30apr2006,2005,CBUK,CUTTER & BUCK INC,948069.0,Cutter & Buck Inc,0
31dec2007,2007,LINN,LION INC,941179.0,Lion Inc,1
31dec2003,2003,ARWM,ARROW MAGNOLIA INTL INC,61494.0,Arrow Magnolia International Inc,0
31dec2004,2004,3WAVR,WAVERIDER COMMUNICATIONS INC,844053.0,Waverider Communications Inc,0
31dec2010,2010,CSKI,CHINA SKY ONE MEDICAL INC,798985.0,China Sky One Medical Inc,0
31dec2009,2009,CCBP,COMM BANCORP INC,730030.0,Comm Bancorp Inc,0
31dec2007,2007,LTEC,LOUD TECHNOLOGIES INC,946815.0,Loud Technologies Inc,0
31dec2001,2001,USHM,US HOMES & PROPERTIES INC,934395.0,U.S. Homes & Properties Inc.,0
30sep2002,2002,ETPI,ENTERTAINMENT TECH & PROGRMS,922257.0,Entertainment Technologies & Programs Inc.,0
31dec2002,2002,FBCE,FIBERCORE INC,917770.0,Fibercore Inc,0
31dec2009,2009,MBHIQ,MIDWEST BANC HOLDINGS INC,1051379.0,Midwest Banc Holdings Inc,0
31dec2012,2012,GNRG,GATEWAY ENERGY CORP,40194.0,Gateway Energy Corp,0
31dec2004,2004,TTMX,TOUCHTUNES MUSIC CORP,894568.0,Touchtunes Music Corp,0
31dec2008,2008,3AXSO,AXS-ONE INC,947427.0,Axs-One Inc.,0
30jun2006,2006,3VCAT,VENTURE CATALYST INC/UT,318291.0,Venture Catalyst Inc/UT,0
31dec2003,2003,KYZN,KYZEN CORP,944727.0,Kyzen Corp,0
31dec2004,2004,TRKN.,TRIKON TECHNOLOGIES INC,868326.0,Trikon Technologies Inc,0
30jun2003,2003,KYF,KENTUCKY FIRST BANCORP INC,943891.0,Kentucky First Bancorp Inc.,0
31dec2007,2007,PWRM,POWER 3 MEDICAL PRODUCTS INC,1063530.0,Power 3 Medical Products Inc,0
31dec2012,2012,ADVC,ADVANT-E CORP,925043.0,Advant-E Corp,0
31dec2008,2008,POCC,PENN OCTANE CORP,893813.0,Penn Octane Corp,0
31may2003,2002,PARO,PACIFIC AEROSPACE&ELECTR INC,790023.0,Pacific Aerospace & Electronics Inc,0
31dec2002,2002,EQUU,EQUUS GAMING CO  -LP,928423.0,Equus Gaming Co LP,0
31dec2002,2002,ALTM.1,ALTERNATE MARKETING NETWORKS,949244.0,Alternate Marketing Networks Inc,0
31dec2006,2006,PBPH,PLANET BIOPHARMACEUTICALS,896861.0,Planet Biopharmaceuticals Inc,0
31dec2005,2005,TALK.1,TALK AMERICA HOLDINGS INC,948545.0,Talk America Holdings Inc,0
31dec2006,2006,MEH,MIDWEST AIR GROUP INC,948845.0,Midwest Air Group Inc,1
31dec2003,2003,SPOT.1,PANAMSAT CORP,1037388.0,PanAmSat Corp,1
31dec2003,2003,VENP,VENTURI PARTNERS INC,,Venturi Partners Inc,0
31dec2004,2004,WBR.2,WYNDHAM INTERNATIONAL INC,715273.0,Wyndham International Inc.,0
30jun2007,2007,CKFR,CHECKFREE CORP,949341.0,CheckFree Corp,0
30jun2007,2007,CDSG,CHINA DONGSHENG INTL INC,946112.0,China Dongsheng International Inc,0
31dec2003,2003,ALLE.1,ALLEGIANT BANCORP INC,703970.0,Allegiant Bancorp Inc,1
31dec2008,2008,PLNTQ,PROLIANCE INTERNATIONAL INC,948844.0,Proliance International Inc,0
30apr2012,2011,FIFS,FIRST INVESTORS FINL SVCS GP,948034.0,First Investors Financial Services Group Inc,0
31dec2007,2007,FIFG.1,1ST INDEPENDENCE FINL GROUP,946738.0,1st Independence Financial Group Inc,0
31dec2002,2002,BOGN,BOGEN COMMUNICATIONS INTL,908517.0,Bogen Communications International Inc,0
30sep2003,2003,KFBI,KLAMATH FIRST BANCORP INC,946924.0,Klamath First Bancorp Inc,0
31dec2007,2007,ESST,ESS TECHNOLOGY INC,907410.0,ESS Technology Inc,0
31jan2004,2003,GADZQ,GADZOOKS INC,924140.0,Gadzooks Inc,0
30jun2011,2011,LCRY,LECROY CORP,943580.0,LeCroy Corp,0
31may2005,2004,VRTY.,VERITY INC,949956.0,Verity Inc.,0
31dec2005,2005,VTEK,VODAVI TECHNOLOGY INC,949491.0,Vodavi Technology Inc,0
31dec2006,2006,WLDA,WORLD AIR HOLDINGS INC,949240.0,World Air Holdings Inc,0
30sep2006,2006,CPC.2,CENTRAL PARKING CORP,949298.0,Central Parking Corp.,0
31may2002,2001,SFAM,SPEEDFAM-IPEC INC,949301.0,Speedfam-Ipec Inc,0
31dec2010,2010,APAC.1,APAC CUSTOMER SERVICES INC,949297.0,APAC Customer Services Inc,0
30sep2001,2001,ELNT,ELANTEC SEMICONDUCTOR INC,949872.0,Elantec Semiconductor Inc,0
31dec2003,2003,MRCR,MORO CORP,940800.0,Moro Corp,0
31dec2007,2007,SNUS,SONUS PHARMACEUTICALS INC,,SONUS Pharmaceuticals Inc,0
31dec2013,2013,BCKE.1,BROOKLYN CHEESECAKE & -OLD,,Brooklyn Cheesecake & Desserts Co Inc -OLD,0
30jun2011,2011,TINO,TAMINO MINERALS INC,948703.0,Tamino Minerals Inc,0
31dec2001,2001,AMCN.1,AMERICAN COIN MERCHNDSNG INC,949112.0,American Coin Merchandising Inc,0
31dec2007,2007,MVCO,MEADOW VALLEY CORP,934749.0,Meadow Valley Corp,0
30apr2006,2005,ADEX.,ADE CORP/MA,884498.0,ADE Corp,0
31dec2002,2002,SRS.1,ARV ASSISTED LIVING INC,949322.0,ARV Assisted Living Inc.,0
31dec2001,2001,GLIAQ,GLIATECH INC,885741.0,Gliatech Inc,0
31mar2015,2014,CLRX,COLLABRX INC,,CollabRx Inc,0
31dec2004,2004,DER.1,DE RIGO SPA  -ADR,1001462.0,De Rigo SPA,0
31dec2008,2008,HTV,HEARST-ARGYLE TELEVISION,949536.0,Hearst-Argyle Television Inc.,0
31dec2003,2003,BFD.1,BOSTONFED BANCORP INC,948515.0,BostonFed Bancorp Inc.,0
31dec2008,2008,IMPCQ,IMPERIAL CAPITAL BANCORP INC,1000234.0,Imperial Capital Bancorp Inc,0
31dec2014,2014,PCYC,PHARMACYCLICS INC,949699.0,Pharmacyclics Inc,0
31dec2007,2007,3SHPI,SPECIALIZED HEALTH PRODUCTS,790228.0,Specialized Health Products International,0
31dec2001,2001,DSGR,DISC GRAPHICS INC,904541.0,Disc Graphics Inc,0
30jun2002,2002,PMORQ,PHAR-MOR INC,764960.0,Phar-Mor Inc,0
31dec2001,2001,VGDAQ,VANGUARD AIRLINES INC,1000578.0,Vanguard Airlines Inc,0
31dec2010,2010,Q.2,QWEST COMMUNICATION INTL INC,1037949.0,Qwest Communications International Inc.,1
30jun2006,2006,HYSL,HYPERION SOLUTIONS CORP,1001113.0,Hyperion Solutions Corp,1
31dec2015,2015,SNDK,SANDISK CORP,1000180.0,SanDisk Corp,1
31dec2007,2007,CNVT,CVF TECHNOLOGIES CORP,1032997.0,CVF Technologies Corp,0
31dec2006,2006,IFIN,INVESTORS FINANCIAL SVCS CP,949589.0,Investors Financial Services Corp,1
31dec2009,2009,ADAM.1,A D A M INC,863650.0,A.D.A.M. Inc,0
30sep2006,2006,MDWV,MEDWAVE INC,876043.0,Medwave Inc,0
31mar2002,2001,MMCI,MULTIMEDIA CONCEPTS INTL INC,948070.0,Multimedia Concepts Intl Inc,0
31jan2005,2004,ESAN,ENTRADA NETWORKS INC,1000695.0,Entrada Networks Inc,0
30sep2006,2006,JJZ,JACUZZI BRANDS INC,1056874.0,Jacuzzi Brands Inc,0
30sep2001,2001,ANVB,A NOVO BROADBAND INC,893139.0,A Novo Broadband Inc,0
31dec2008,2008,INSGY,INSIGNIA SOLUTIONS PLC  -ADR,1002390.0,Insignia Solutions Plc,0
31dec2002,2002,APMC,APPLIED MICROSYSTEMS CORP,1000787.0,Applied Microsystems Corp,0
31dec2015,2015,LXK,LEXMARK INTL INC  -CL A,1001288.0,Lexmark International Inc.,1
31mar2004,2003,AMXC,AMX CORP,944248.0,AMX Corp,0
31dec2014,2014,ADVS,ADVENT SOFTWARE INC,1002225.0,Advent Software Inc.,0
31dec2003,2003,3CLYS,CATALYST INTERNATIONAL INC,915508.0,Catalyst International Inc,1
30sep2007,2007,PHTN,PHOTON DYNAMICS INC,1002663.0,Photon Dynamics Inc,0
31dec2004,2004,IDXC,IDX SYSTEMS CORP,1001185.0,IDX Systems Corp,0
30sep2002,2002,AMNA.1,AMANDA CO INC,1000266.0,Amanda Co Inc,0
31dec2007,2007,SCUR,SECURE COMPUTING CORP,1001916.0,Secure Computing Corp,1
30sep2001,2001,SIMNQ,SIMON TRNSPT SVCS INC  -CL A,1000577.0,Simon Transportation Services Inc,0
31aug2010,2010,SMOD,SMART MODULAR TECHNOLOGIES,1326973.0,SMART Modular Technologies (WWH) Inc,0
30sep2002,2002,INFM,INFINIUM SOFTWARE INC,1002044.0,Infinium Software Inc,0
31dec2005,2005,CFCI,CFC INTERNATIONAL INC,949859.0,CFC International Inc,0
30jun2002,2002,TLTN,TELTONE CORP,96890.0,Teltone Corp,0
31dec2005,2005,CDV.1,CD&L INC,1000779.0,CD&L Inc.,0
31dec2013,2013,ESC,EMERITUS CORP,1001604.0,Emeritus Corp,1
31dec2014,2014,MIG.2,MEADOWBROOK INS GROUP INC,949156.0,Meadowbrook Insurance Group Inc,0
31dec2009,2009,SSTI.1,SILICON STORAGE TECHNOLOGY,855906.0,Silicon Storage Technology Inc,0
30jun2013,2013,BKI.1,BUCKEYE TECHNOLOGIES INC,899597.0,Buckeye Technologies Inc,1
31dec2012,2012,FCFC,FIRSTCITY FINANCIAL CORP,828678.0,FirstCity Financial Corp,0
31dec2010,2010,ZANE,ZANETT INC,1133872.0,Zanett Inc,0
31dec2003,2003,9276A,SELKIRK COGEN FUNDING CORP,929518.0,Selkirk Cogen Funding Corp,0
31may2002,2001,CISC,CONTINENTAL INFORMATN SYS CP,24071.0,Continental Information Systems Corp,0
31dec2005,2005,PIXR,PIXAR,1002114.0,Pixar,1
31dec2004,2004,ASIL,ASI LIQUIDATING CORP,907033.0,ASI Liquidating Corp,0
31dec2006,2006,EAGL.1,EGL INC,1001718.0,EGL Inc,0
31dec2004,2004,METG,META GROUP INC,1000015.0,META Group Inc,0
30sep2001,2001,RTEL,RAYTEL MEDICAL CORP,1002017.0,Raytel Medical Corp,0
31dec2008,2008,AOGSQ,AURORA OIL & GAS CORP,933157.0,Aurora Oil & Gas Corp,0
31dec2003,2003,PBIX.1,PATRIOT BANK CORP,1000235.0,Patriot Bank Corp.,0
31dec2009,2009,ZLUS,CORESTREAM ENERGY INC,1085129.0,CoreStream Energy Inc,0
31dec2013,2013,ACCL,ACCELRYS INC,1002388.0,Accelrys Inc.,0
31jan2004,2003,GUCG,GUCCI GROUP NV,1001576.0,Gucci Group NV,1
31dec2005,2005,ELUR,ELINEAR INC,1001903.0,eLinear Inc.,0
30nov2006,2006,TRFX.,TRAFFIX INC,1000297.0,Traffix Inc,0
31dec2001,2001,VIZY,VIZACOM INC,926331.0,Vizacom Inc,0
31dec2002,2002,BGII,BGI INC,355590.0,BGI Inc.,1
31dec2014,2014,NUOTQ,NUO THERAPEUTICS INC,1091596.0,Nuo Therapeutics Inc,0
31dec2001,2001,CPMG,CAPITAL MEDIA GROUP LTD,790025.0,Capital Media Group Ltd,0
31dec2002,2002,3IFNC,INTRUST FINANCIAL CORP,705025.0,Intrust Financial Corp,0
31dec2006,2006,GBBK,GREATER BAY BANCORP,775473.0,Greater Bay Bancorp,0
31dec2003,2003,GSLC.1,GUARANTY FINANCIAL CORP/VA,919967.0,Guaranty Financial Corp,0
31dec2006,2006,OAKF,OAK HILL FINANCIAL INC,949953.0,Oak Hill Financial Inc,0
31mar2010,2009,AMLJ,AML COMMUNICATIONS INC,1003640.0,AML Communications Inc,0
30jun2003,2003,3ADLTQ,ADVANCED LIGHTING TECH INC,1002125.0,Advanced Lighting Technologies Inc,0
31dec2004,2004,PHAR.,PHARMANETICS INC,1072546.0,PharmaNetics Inc,0
31dec2007,2007,ENLV.1,ENLIVEN MARKETING TECH CORP,919794.0,Enliven Marketing Technologies Corp,0
31dec2006,2006,DCBK,DESERT COMMUNITY BANK,1107214.0,Desert Community Bank,1
30jun2011,2011,KNSY,KENSEY NASH CORP,1002811.0,Kensey Nash Corp,1
31dec2006,2006,MDCC,MOLECULAR DEVICES CORP,1003113.0,Molecular Devices Corp,0
31dec2001,2001,TGTX,TG THERAPEUTICS INC,1001316.0,TG Therapeutics Inc,0
31dec2005,2005,ERGN,ERGO SCIENCE CORP,1158846.0,Ergo Science Corp,0
31mar2008,2007,ATAR.,ATARI INC,1002607.0,Atari Inc,0
31dec2007,2007,PMID,PYRAMID BREWERIES INC,1001917.0,Pyramid Breweries Inc,0
31oct2005,2005,IDWK,INTL DISPLAYWORKS INC,866415.0,International Displayworks Inc,0
31dec2001,2001,SNAP.1,SYNAPTIC PHARMACEUTICAL CORP,884939.0,Synaptic Pharmaceutical Corp,0
31dec2010,2010,TLGD,TOLLGRADE COMMUNICATIONS INC,1002531.0,Tollgrade Communications Inc,0
30jun2015,2015,ADEP,ADEPT TECHNOLOGY INC,865415.0,Adept Technology Inc,0
31dec2003,2003,ESA.,EXTENDED STAY AMERICA -OLD,1002579.0,Extended Stay America Inc.,0
31dec2003,2003,BUNZQ,SCHLOTZSKY'S INC,1002178.0,Schlotzsky's Inc,0
31dec2010,2010,ZRAN,ZORAN CORP,1003022.0,Zoran Corp,1
31mar2003,2002,WIDE,WIDECOM GROUP INC,922023.0,Widecom Group Inc,0
30jun2009,2009,NUCO,NUCO2 INC,947577.0,NuCO2 Inc,0
31dec2006,2006,CSTL.2,CASTELLE,908605.0,Castelle,1
31dec2009,2009,STRB,STRASBAUGH,919583.0,Strasbaugh,0
31dec2007,2007,ELCO,ELCOM INTERNATIONAL INC,900096.0,Elcom International Inc,0
31dec2010,2010,3ISEE,EMERGING VISION INC,1002554.0,Emerging Vision Inc,0
31dec2003,2003,EKT,GRUPO ELEKTRA SA DE CV,925050.0,Grupo Elektra SA De CV,0
31dec2001,2001,RGNT,REGENT ASSISTED LIVING INC,1000693.0,Regent Assisted Living Inc,0
31dec2001,2001,DTVN,DTVN HOLDINGS INC,908246.0,DTVN Holdings Inc,0
31dec2009,2009,CDTI.,CLEAN DIESEL TECHNOLOGIS-OLD,,Clean Diesel Technologies-OLD,0
30sep2015,2015,AXLE,T J T INC,1002577.0,T.J.T. Inc,0
30sep2007,2007,AXCA,AXCAN PHARMA INC,1116094.0,Axcan Pharma Inc,1
31mar2004,2003,CLAS.1,CLASSIC BANCSHARES INC,1001627.0,Classic Bancshares Inc,0
31dec2004,2004,SPRI,SPORTS RESORTS INTL INC,771249.0,Sports Resorts International Inc,0
31dec2002,2002,ROAD.1,ROADWAY CORP,1141496.0,Roadway Corp,1
31dec2004,2004,PRLI,PROLONG INTERNATIONAL CORP,1016965.0,Prolong International Corp,0
31dec2005,2005,IFCB,INTEGRITY FINANCIAL CORP,1082471.0,Integrity Financial Corp,0
31dec2001,2001,HIGPQ,HIGHLANDS INSURANCE GRP INC,1002816.0,Highlands Insurance Group Inc.,0
31mar2003,2002,GSFD,GLOBAL SEAFOOD TECHNOLOGY,1080533.0,Global Seafood Technology Inc,0
31dec2007,2007,CCOWQ,CAPITAL CORP OF THE WEST,1004740.0,Capital Corp of the West,1
31dec2001,2001,3USAB,USABANCSHARES.COM INC,945532.0,USAbancshares.com Inc,0
31dec2005,2005,CS1,CREDIT SUISSE USA INC,29646.0,Credit Suisse (USA) Inc,0
31dec2011,2011,BCRA,BIOCORAL INC,919605.0,Biocoral Inc,0
31dec2005,2005,SRCP.,SOURCECORP INC,936931.0,SOURCECORP Inc.,0
31dec2004,2004,CCBN,CENTRAL COAST BANCORP,921085.0,Central Coast Bancorp,0
31dec2010,2010,PPDI,PHARMACEUTICAL PROD DEV INC,1003124.0,Pharmaceutical Products Development Inc,0
31jan2002,2001,ICSN,INNOVATIVE CLINICAL SOLUTNS,1002022.0,Innovative Clinical Solutns,0
30sep2006,2006,NGI,NEON COMMUNICATIONS GROUP,1003111.0,NEON Communications Group Inc,0
31dec2004,2004,EVLO.1,EVOLVE ONE INC,,Evolve One Inc,0
31dec2010,2010,CPBK,COMMUNITY CAPITAL CORP,832847.0,Community Capital Corp,0
30sep2007,2007,CONC,CONECTISYS CORP,790273.0,Conectisys Corp,0
31dec2013,2013,LCAV,LCA VISION INC,1003130.0,LCA Vision Inc,0
31dec2012,2012,PTIX.1,PERFORMANCE TECHNOLOGIES INC,1003950.0,Performance Technologies Inc,0
31dec2006,2006,CRNS,CRONOS GROUP,919869.0,Cronos Group (The),0
31dec2005,2005,ANSS1,AAVID THERMAL TECHNOLOGIES,1003481.0,Aavid Thermal Technologies,0
31dec2005,2005,TPPPF,TRIPLE P NV,1003471.0,Triple P NV,0
31dec2015,2015,SBFC,SOUTHEASTERN BANK FINL CORP,880116.0,Southeastern Bank Financial Corp,0
31dec2005,2005,GLB.1,GLENBOROUGH REALTY TRUST INC,929454.0,Glenborough Realty Trust Inc,0
31oct2001,2001,GBWL,GLOBUS WIRELESS LTD,939402.0,Globus Wireless Ltd,0
31dec2004,2004,GRLC,GREENLAND CORP,852127.0,Greenland Corp,0
31mar2005,2004,LCGI,LEARNING CARE GROUP INC -OLD,1003648.0,Learning Care Group Inc,0
31dec2007,2007,PHLH,PACER HEALTH CORP,922913.0,Pacer Health Corp,0
30sep2013,2013,FPCG,FIRST PHYSICIANS CAPITAL GRP,1003226.0,First Physicians Capital Group Inc,0
31dec2011,2011,KSW,KSW INC,1004125.0,KSW Inc,0
31dec2007,2007,FPFXQ,FIRSTPLUS FINANCIAL GROUP,1000368.0,FirstPlus Financial Group Inc,0
30sep2002,2002,ORCG,OAK RIDGE CAPITAL GROUP INC,82409.0,Oak Ridge Capital Group Inc,0
31jan2005,2004,3REMC,REMEC INC,769874.0,REMEC Inc,0
31dec2013,2013,ARTC,ARTHROCARE CORP,1005010.0,ArthroCare Corp,1
31dec2002,2002,DCTM,DOCUMENTUM INC,930885.0,Documentum Inc,0
31dec2001,2001,BPLS,BANKPLUS FSB,,Bankplus FSB,0
31dec2015,2015,SZMK,SIZMEK INC,1591877.0,Sizmek Inc,0
31dec2002,2002,COSO.1,COMMERCESOUTH INC,836043.0,CommerceSouth Inc,0
31dec2004,2004,CDJM,CARNEGIE DEV INC,1024095.0,Carnegie Dev Inc,0
31dec2003,2003,3LRKT,LARK TECHNOLOGIES INC,942134.0,Lark Technologies Inc,0
30jun2001,2001,OPTX,LOTUS PACIFIC INC,789945.0,Lotus Pacific Inc,0
31dec2005,2005,RCI.,RENAL CARE GROUP INC,920052.0,Renal Care Group Inc.,0
31dec2007,2007,SRLMQ,STERLING MINING CO,1346685.0,Sterling Mining Co,0
31dec2009,2009,SPDE,SPEEDUS CORP,1002520.0,Speedus Corp.,0
30sep2010,2010,PZZ,PROSPECT MEDICAL HLDGS INC,1063561.0,Prospect Medical Holdings Inc,0
31dec2007,2007,RCCC.1,RURAL CELLULAR CORP  -CL A,869561.0,Rural Cellular Corp,1
31dec2006,2006,TBWC,TB WOOD'S CORP,1000227.0,TB Wood's Corp,0
31dec2007,2007,PRXZ,PAINCARE HOLDINGS INC,1003472.0,PainCare Holdings Inc.,0
30sep2005,2005,AMHI,AMERICAN HEALTHCHOICE INC,854862.0,American Healthchoice Inc,0
