datadate,year,tic,conm,cik,conml,matched
31dec2005,2005,DADY,GO DADDY GROUP INC -REDH,1362108.0,Go Daddy Group Inc (The),0
31dec2008,2008,IMRX.1,IMARX THERAPEUTICS INC-OLD,,ImaRx Therapeutics Inc-Old,0
31dec2009,2009,SENO,SENORX INC,1097136.0,SenoRx Inc,0
31dec2008,2008,HPGP,HILAND HOLDINGS GP LP,1363381.0,Hiland Holdings GP LP,0
31dec2012,2012,MUSA.2,METALS USA HOLDINGS CORP,1362491.0,Metals USA Holdings Corp,1
31dec2005,2005,1619B,HAWKEYE HOLDINGS INC -REDH,1363908.0,Hawkeye Holdings Inc,0
31dec2009,2009,FMR,FIRST MERCURY FINANCIAL CORP,929186.0,First Mercury Financial Corp,0
31dec2012,2012,APKT,ACME PACKET INC,1130258.0,Acme Packet Inc,0
31dec2005,2005,PTHR,PANTHER EXPEDITED SVCS -REDH,1364641.0,Panther Expedited Services Inc,0
31dec2012,2012,ROMA,ROMA FINANCIAL CORP,1355823.0,Roma Financial Corp,0
31dec2015,2015,CBNK.,CHICOPEE BANCORP INC,1355786.0,Chicopee Bancorp Inc,0
31dec2009,2009,TRBN,TRUBION PHARMACEUTICALS INC,1298521.0,Trubion Pharmaceuticals Inc,0
31dec2014,2014,EROC,EAGLE ROCK ENERGY PARTNRS LP,1364541.0,Eagle Rock Energy Partners LP,0
31dec2012,2012,WCRX,WARNER CHILCOTT PLC,1323854.0,Warner Chilcott Plc,0
31dec2011,2011,PYMXQ,POLYMEDIX INC,1341843.0,PolyMedix Inc,0
31dec2006,2006,OFSI,OMNI FINANCIAL SERVICES,1362599.0,Omni Financial Services Inc,0
31dec2013,2013,3FENB,1ST ENTERPRISE BANK,,1st Enterprise Bank,0
30sep2007,2007,IBBD,IBROADBAND INC,1358700.0,iBroadband Inc,0
30sep2007,2007,QMNDQ,QIMONDA AG  -ADR,1369377.0,Qimonda AG,0
31dec2008,2008,GLEMB,GLOBAL EMPLOYMENT HLDGS INC,1348155.0,Global Employment Holdings Inc,0
31dec2005,2005,OTIS.1,OTIS SPUNKMEYER HLDGS -REDH,1189518.0,Otis Spunkmeyer Holdings Inc,0
31dec2012,2012,COIN.1,CONVERTED ORGANICS INC -OLD,,Converted Organics Inc -Old,0
31dec2015,2015,STVI.1,SNAP INTERACTIVE INC -OLD,,SNAP Interactive Inc -Old,0
31dec2012,2012,CNLA,COMMUNITY NATL BK OF LAKEWAY,,Community National Bank of the Lakeway Area,0
31jul2007,2007,OPTM,OPTIUM CORP,1219169.0,Optium Corp,0
31dec2009,2009,BARE,BARE ESCENTUALS INC,1295557.0,Bare Escentuals Inc,0
31dec2011,2011,TVPC,TWIN VEE POWERCATS INC,1349892.0,Twin Vee Powercats Inc,0
31dec2005,2005,APLI.1,APPLIED PRECISION INC -REDH,1366144.0,Applied Precision Inc,0
31dec2005,2005,SOFS,STALLION OILFIELD SRVCS-REDH,1367858.0,Stallion Oilfield Services Inc,0
31dec2010,2010,FTWRQ,FIBERTOWER CORP,1010286.0,FiberTower Corp,1
31dec2010,2010,NWCI,NEWCARDIO INC,1354942.0,NewCardio Inc,0
31dec2013,2013,CADX,CADENCE PHARMACEUTICALS INC,1333248.0,Cadence Pharmaceuticals Inc,0
31dec2014,2014,PGSI,PEGASI ENERGY RESOURCES CORP,1363254.0,Pegasi Energy Resources Corp,0
31dec2013,2013,PVR,PVR PARTNERS LP,1144945.0,PVR Partners LP,0
31dec2015,2015,HPIL,HPIL HOLDING,1286345.0,HPIL Holding,0
31dec2005,2005,EBFC,EL BANCO FINANCIAL CORP-REDH,1587976.0,El Banco Financial Corp,0
30apr2016,2015,CRWG,CROWDGATHER INC,1328670.0,CrowdGather Inc,0
31dec2014,2014,MR.1,MINDRAY MEDICAL INTL,1373060.0,Mindray Medical International Ltd,0
31dec2007,2007,USBE,US BIOENERGY CORP,1332341.0,US BioEnergy Corp,1
31dec2015,2015,FXCB,FOX CHASE BANCORP INC,1485176.0,Fox Chase Bancorp Inc,0
31dec2005,2005,WB.R,WACHOVIA CORP-PROFORMA,,Wachovia Corp-Pro Forma,0
31dec2008,2008,TPTX.1,TORREYPINES THERAPEUTICS INC,,TorreyPines Therapeutics Inc,0
31dec2009,2009,HLXW,HELIX WIND CORP,1364560.0,Helix Wind Corp,0
31dec2012,2012,SPMD.2,SUPERMEDIA INC,1367396.0,SuperMedia Inc,0
31dec2006,2006,PLTE,CLAYMONT STEEL HOLDINGS INC,1371455.0,Claymont Steel Holdings Inc,0
31dec2013,2013,GEGSQ,GLOBAL GEOPHYSICAL SVCS INC,1311486.0,Global Geophysical Services Inc,0
31dec2009,2009,DBTK,DOUBLE-TAKE SOFTWARE INC,1370314.0,Double-Take Software Inc,0
31dec2005,2005,AZMA,ASTHMATX INC -REDH,1286294.0,Asthmatx Inc,0
31dec2009,2009,CHME,CHINA MEDICINE CORP,1328790.0,China Medicine Corp,0
31dec2010,2010,CNBV,CNB BANCORP INC/VA,1162638.0,CNB Bancorp Inc/VA,0
31dec2012,2012,GHSEQ,GATEHOUSE MEDIA INC,1368900.0,GateHouse Media Inc,0
31dec2010,2010,EM.3,EMDEON INC,1444598.0,Emdeon Inc,0
31dec2015,2015,HMIN,HOMEINNS HOTEL GROUP,1376972.0,Homeinns Hotel Group,1
31dec2012,2012,SLTM,SOLTA MEDICAL INC,1171298.0,Solta Medical Inc,0
31dec2015,2015,RRM,RR MEDIA LTD,1375829.0,RR Media Ltd,0
31dec2009,2009,VRAD,VIRTUAL RADIOLOGIC CORP,1361579.0,Virtual Radiologic Corporation,0
31dec2011,2011,KBW,KBW INC,1063494.0,KBW Inc,0
31dec2013,2013,NRBC,NEW RESOURCE BANCORP,,New Resource Bancorp,0
31dec2010,2010,CPRX,CATALYST PHARMACEUTICALS INC,1369568.0,Catalyst Pharmaceutical Inc,0
31dec2015,2015,HNSN,HANSEN MEDICAL INC,1276591.0,Hansen Medical Inc,0
31dec2008,2008,WSFGQ,WSB FINANCIAL GROUP INC,1372791.0,WSB Financial Group Inc,0
31dec2011,2011,FACE,PHYSICIANS FORMULA HOLDINGS,1269871.0,Physicians Formula Holdings Inc,0
31dec2015,2015,TURV,TWO RIVERS WATER & FARMING,1302946.0,Two Rivers Water & Farming Co,0
31dec2010,2010,TLCR,TALECRIS BIOTHERAPEUTCS HLDG,1405197.0,Talecris Biotherapeutics Holdings Corp,0
31mar2005,2004,MTWOY,M (2003) PLC  -ADR,1122133.0,M (2003) Plc,0
31dec2010,2010,4004B,VISANT HOLDING CORP,1277021.0,Visant Holding Corp,0
31dec2007,2007,NMX.1,NYMEX HOLDINGS INC,1105018.0,NYMEX Holdings Inc,0
31dec2011,2011,GFLB,GREAT FLORIDA BANK,,Great Florida Bank,0
31dec2009,2009,WAVE.2,NEXTWAVE WIRELESS INC,1374993.0,Nextwave Wireless Inc,0
31dec2013,2013,XWES,WORLD ENERGY SOLUTIONS INC,1371781.0,World Energy Solutions Inc,0
31dec2011,2011,VQ,VENOCO INC,1313024.0,Venoco Inc,0
31dec2009,2009,3HFBN,HAMPSHIRE FIRST BANK/NH,,Hampshire First Bank (NH),0
31dec2013,2013,RNIN.1,WIRELESS RONIN TECHNLGS -OLD,,Wireless Ronin Technologies Inc -Old,0
30sep2009,2009,SNEN,SINOENERGY CORP,1107563.0,Sinoenergy Corporation,0
31dec2007,2007,MEDE,MEDECISION INC,1367705.0,MEDecision Inc,0
31dec2015,2015,WGBS,WAFERGEN BIO-SYSTEMS INC,1368993.0,WaferGen Bio-systems Inc,0
31dec2012,2012,SNCA,SENECA BIOPHARMA INC,,Seneca Biopharma Inc,0
31dec2011,2011,HLYS,HEELYS INC,1373980.0,Heelys Inc,0
31dec2013,2013,AFFY,AFFYMAX INC,1158223.0,Affymax Inc,0
31dec2013,2013,CDVIQ,CAL DIVE INTERNATIONAL INC,1364100.0,Cal Dive International Inc,0
31mar2010,2009,STCA,STATMON TECHNOLOGIES CORP,319008.0,Statmon Technologies Corp,0
31dec2008,2008,ATN,ATLAS ENERGY RESOURCES LLC,1368802.0,Atlas Energy Resources LLC,1
31dec2006,2006,DEEPQ,SUPERIOR OFFSHORE INTL INC,1372326.0,Superior Offshore International Inc,0
30sep2005,2005,GENU,GENUTEC BUSINESS SOLTNS-REDH,1372352.0,GenuTec Business Solutions Inc,0
31dec2015,2015,TSL,TRINA SOLAR LTD,1382158.0,Trina Solar Ltd,1
31dec2005,2005,PICS.1,PICIS INC -REDH,1118988.0,Picis Inc,0
31dec2012,2012,OMPI,OBAGI MEDICAL PRODUCTS INC,1375247.0,Obagi Medical Products Inc,0
31dec2009,2009,ISLN,ISILON SYSTEMS INC,1373671.0,Isilon Systems Inc,0
31dec2011,2011,COMV,COMVERGE INC,1372664.0,Comverge Inc,0
31dec2014,2014,SKH,SKILLED HEALTHCARE GROUP INC,,Skilled Healthcare Group Inc,0
31mar2006,2005,PHWT,PHOTOWATT TECH INC -REDH,1373201.0,Photowatt Technologies Inc,0
31dec2009,2009,EVOQ,EVOQ PROPERTIES INC,1665562.0,Evoq Properties Inc,0
31dec2005,2005,PDGM,PARADIGM LTD -REDH,1375092.0,Paradigm Ltd,0
31dec2005,2005,SFMT,ST FRANCIS MEDICAL TECH-REDH,1087325.0,St Francis Medical Technologies Inc,0
31dec2009,2009,SDXC,SWITCH & DATA FACILITIES CO,1371011.0,Switch & Data Facilities Co Inc,0
30jun2010,2010,AHII.,ANIMAL HEALTH INTL INC,1372813.0,Animal Health International Inc,0
30jun2014,2014,CPSL.,CHINA PRECISION STEEL INC,1044577.0,China Precision Steel Inc,0
31dec2015,2015,TWC,TIME WARNER CABLE INC,1377013.0,Time Warner Cable Inc,1
31dec2005,2005,MVO,MV OIL TRUST,1371782.0,MV Oil Trust,0
30sep2008,2008,KSSH,KESSELRING HOLDING CORP,1374881.0,Kesselring Holding Corp,0
31dec2009,2009,JADA,JADE ART GROUP INC,1370823.0,Jade Art Group Inc,0
31dec2015,2015,3PBCP,POLONIA BANCORP INC,1528610.0,Polonia Bancorp Inc,0
30jun2014,2014,HBNK,HAMPDEN BANCORP INC,1375320.0,Hampden Bancorp Inc,0
31aug2008,2008,FCSX,FCSTONE GROUP INC,1297846.0,FCStone Group Inc,0
31dec2005,2005,VELS,VISION-EASE LENS CORP -REDH,1375098.0,Vision-Ease Lens Corp,0
31dec2009,2009,VRAZ,VERAZ NETWORKS INC,,Veraz Networks Inc,0
31dec2011,2011,FSR.4,FLAGSTONE REINSURANCE HLD SA,1347815.0,Flagstone  Reinsurance Holdings SA,0
31jan2016,2015,JAMN,JAMMIN JAVA CORP,1334586.0,Jammin Java Corp,0
31dec2012,2012,FIRE,SOURCEFIRE INC,1168195.0,Sourcefire Inc,0
31mar2012,2011,OPXT,OPNEXT INC,1157780.0,Opnext Inc,0
31dec2010,2010,DEP,DUNCAN ENERGY PARTNERS LP,1379378.0,Duncan Energy Partners LP,0
31dec2012,2012,OPTR,OPTIMER PHARMACEUTICALS INC,1142576.0,Optimer Pharmaceuticals Inc,0
31dec2015,2015,ZINCQ,HORSEHEAD HOLDING CORP,1385544.0,Horsehead Holding Corp,0
30apr2016,2015,BSHF,BIOSHAFT WATER TECHNOLOGY,1365784.0,BioShaft Water Technology Inc,0
31mar2010,2009,SLRY,SALARY.COM INC,1105360.0,Salary.com Inc,0
31dec2015,2015,NGLS,TARGA RESOURCES PARTNERS LP,1379661.0,Targa Resources Partners LP,1
31dec2012,2012,SSRX,3SBIO INC,1677235.0,3SBio Inc,0
31dec2005,2005,AGI.2,AMWINS GROUP INC -REDH,1379932.0,AmWINS Group Inc,0
31dec2005,2005,EMY.1,EDGEN MURRAY PLC -REDH,1380225.0,Edgen Murray Plc,0
31dec2012,2012,TLGN,EVER HARVEST INTL GROUP INC,1411165.0,Ever Harvest International Group Inc,0
31dec2008,2008,CPBRQ,CLEARPOINT BUSINESS RESOURCS,1298663.0,ClearPoint Business Resources Inc,0
31dec2005,2005,CBEN,COMPBENEFITS CORP -REDH,941553.0,CompBenefits Corp,0
31dec2014,2014,PTSS,PEARTRACK SECURITY SYSTEMS,1379245.0,Peartrack Security Systems Inc,0
31dec2011,2011,2326B,RDA HOLDING CO,,RDA Holding Co,0
31dec2015,2015,UECN,SHINER INTERNATIONAL INC,1369774.0,Shiner International Inc,0
31aug2014,2014,LBAS,LOCATION BASED TECHNOLOGIES,1383196.0,Location Based Technologies Inc,0
30sep2006,2006,TRMB.P,TRIMBLE NAVIGATION-PRO FORMA,,Trimble Navigation Ltd -Pro Forma,0
31jul2014,2014,LBYE,LIBERTY ENERGY CORP,1372336.0,Liberty Energy Corp,0
30sep2014,2014,CMSB,CMS BANCORP INC,1350072.0,CMS Bancorp Inc,0
31dec2012,2012,BIOF.1,BIOFUEL ENERGY CORP,,BioFuel Energy Corp,0
31dec2005,2005,LIFE.2,LIFEWATCH CORP -REDH,1381081.0,LifeWatch Corp,0
31jul2014,2014,ARUN,ARUBA NETWORKS INC,1173752.0,Aruba Networks Inc,0
31dec2010,2010,PAET,PAETEC HOLDING CORP,1372041.0,PAETEC Holding Corp,1
31dec2009,2009,PINN,PINNACLE GAS RESOURCES INC,1362120.0,Pinnacle Gas Resources Inc,0
31dec2010,2010,BBND,BIGBAND NETWORKS INC,1381325.0,BigBand Networks Inc,0
30nov2008,2008,TPUTQ,BARZEL INDUSTRIES INC,1362614.0,Barzel Industries Inc,0
31dec2009,2009,XSELY,XINHUA SPORTS & ENTMT LTD,1389476.0,Xinhua Sports & Entertainment Ltd,0
31may2010,2009,ZNBR,ZINCO DO BRASIL INC,1368055.0,Zinco Do Brasil,0
31dec2010,2010,TCM,TONGJITANG CHINESE MEDS -ADR,1386608.0,Tongjitang Chinese Medicines Co,0
31dec2011,2011,IPUB,INDIEPUB ENTERTAINMENT INC,1326652.0,indiePub Entertainment Inc,0
31dec2008,2008,ETELY,ETELECARE GLOBAL SOLUTION,1377902.0,ETelecare Global Solutions Inc,0
31dec2014,2014,RGDXQ,RESPONSE GENETICS INC,1124608.0,Response Genetics Inc,0
31dec2005,2005,OMNE,OMNEON VIDEO NETWORKS -REDH,1382968.0,Omneon Video Networks Inc,0
31dec2013,2013,BLQN,BALQON CORP,1169440.0,Balqon Corp,0
31dec2006,2006,SENS.1,CARDIOMEMS INC -REDH,1158091.0,CardioMEMS Inc,0
31dec2009,2009,NGSX,NEUROGESX INC,1385830.0,NeurogesX Inc,0
31dec2014,2014,CMLP,CRESTWOOD MIDSTREAM PTNRS LP,1304464.0,Crestwood Midstream Partners LP,1
31dec2010,2010,TOMO,TOMOTHERAPY INC,1317872.0,TomoTherapy Inc,0
31dec2007,2007,HIRE,HIRERIGHT INC,1168652.0,HireRight Inc,0
31dec2012,2012,SCR.1,SIMCERE PHARMACEUTICAL GROUP,1384360.0,Simcere Pharmaceutical Group,0
31dec2007,2007,EMY,EDGEN MURRAY LTD -REDH,1444679.0,Edgen Murray Ltd,0
31dec2008,2008,MEDH,MEDX HOLDINGS INC,1393901.0,MedX Holdings Inc,0
31dec2011,2011,GEOI,GEORESOURCES INC,41023.0,GeoResources Inc,0
31dec2011,2011,RRR.2,RSC HOLDINGS INC,1389305.0,RSC Holdings Inc,1
31jan2006,2005,ENCX,ENDOCEUTICS INC -REDH,1390281.0,EndoCeutics Inc,0
31dec2010,2010,OCNF,OCEANFREIGHT INC,1395593.0,OceanFreight Inc,1
30sep2014,2014,COV,COVIDIEN PLC,1385187.0,Covidien Plc,0
31dec2011,2011,HLCSQ,HELICOS BIOSCIENCES CORP,1274563.0,Helicos BioSciences Corp,0
31dec2008,2008,STAR.2,STARENT NETWORKS CORP,1391672.0,Starent Networks Corp,1
31dec2013,2013,0044A,BWAY INTERMEDIATE CO INC,1500341.0,BWAY Intermediate Co Inc,0
31dec2015,2015,NORNQ,NORANDA ALUMINUM HOLDING CP,1422105.0,Noranda Aluminum Holding Corp,1
31dec2015,2015,AEGR,AEGERION PHARMACEUTICALS INC,1338042.0,Aegerion Pharmaceuticals Inc,0
31dec2014,2014,LABC,LOUISIANA BANCORP INC,1392562.0,Louisiana Bancorp Inc,0
31dec2010,2010,QXMCF,QIAO XING MOBILE COMM CO LTD,1386607.0,Qiao Xing Mobile Communication Co Ltd,0
30apr2014,2013,NAEY.1,NORTH AMERN ENERGY RES-OLD,,North American Energy Resources Inc-Old,0
31dec2014,2014,HYMC,HYCROFT MINING HOLDING CORP,1718405.0,Hycroft Mining Holding Corp,0
30jun2015,2015,SLH,SOLERA HOLDINGS INC,1324245.0,Solera Holdings Inc,0
31dec2008,2008,LIMS,STARLIMS TECHNOLOGIES LTD,1396278.0,Starlims Technologies Ltd,0
30jun2012,2012,ILNS,INTELLECT NEUROSCIENCES INC,1337905.0,Intellect Neurosciences Inc,0
29feb2016,2015,NWYU,NEW YOU INC,1372184.0,New You Inc,0
31dec2015,2015,CSUNY,CHINA SUNERGY CO LTD,1396247.0,China Sunergy Co Ltd,0
31dec2011,2011,DEER,DEER CONSUMER PRODUCTS INC,1388855.0,Deer Consumer Products Inc,0
31dec2009,2009,EURX,EURAND NV,1119745.0,Eurand NV,0
31dec2014,2014,LDKYQ,LDK SOLAR CO LTD,1385424.0,LDK Solar Co Ltd.,0
31dec2014,2014,VTGDF,VANTAGE DRILLING CO,1419428.0,Vantage Drilling Co,0
31dec2013,2013,ILED,EVOLUCIA INC,1383006.0,EvoLucia Inc,0
31may2013,2012,DOMK,DOMARK INTERNATIONAL INC,1365160.0,Domark International Inc,0
31dec2010,2010,ICLK.1,INTERCLICK INC,1378846.0,interCLICK Inc,0
31dec2011,2011,AUTH.1,AUTHENTEC INC,1138830.0,AuthenTec Inc,0
31jan2010,2009,NZ.1,NETEZZA CORP,1132484.0,Netezza Corp,0
31dec2009,2009,RINO,RINO INTERNATIONAL CORP,1394220.0,RINO International Corp,0
31dec2011,2011,WWAY,WESTWAY GROUP INC,1361872.0,Westway Group Inc,0
31dec2012,2012,CKUN,CHINA SHENGHUO PHARM HLDGS,1335106.0,China Shenghuo Pharmaceutical Holdings Inc,0
31dec2012,2012,BZ.1,BOISE INC,1391390.0,Boise Inc,1
30jun2011,2011,CIIC.1,CHINA INFRASTRUCTURE INVST,1311369.0,China Infrastructure Investment Corp,0
31dec2006,2006,GEOV,GEOVERA INSURANCE HLDGS-REDH,1393941.0,GeoVera Insurance Holdings Ltd,0
31dec2008,2008,DDUP,DATA DOMAIN INC,1391984.0,Data Domain Inc,0
31mar2011,2010,MFGLQ,MF GLOBAL HOLDINGS LTD,1401106.0,MF Global Holdings Ltd,1
31dec2010,2010,SYN,SYNTHETIC BIOLOGICS INC,894158.0,Synthetic Biologics Inc,0
31dec2012,2012,SPRD,SPREADTRUM COMMUNICATNS -ADR,1287950.0,Spreadtrum Communications Inc,0
31dec2010,2010,FOOD,VAUGHAN FOODS INC,1376556.0,Vaughan Foods Inc,0
31dec2006,2006,QURK,QUARK PHARMACEUTICALS -REDH,920189.0,Quark Pharmaceuticals Inc,0
31dec2010,2010,CNWHF,CHINA NETWORKS INTL HOLDINGS,1443979.0,China Networks International Holdings Ltd,0
31dec2011,2011,PHOS,PHOSPHATE HOLDINGS INC,1444754.0,Phosphate Holdings Inc,0
31dec2014,2014,FIATY1,CHRYSLER GROUP LLC,1513153.0,Chrysler Group LLC,1
31dec2011,2011,WLOLQ,WINLAND OCEAN SHIPPING CORP,1397966.0,Winland Ocean Shipping Corp,0
30sep2007,2007,BLOG,BLADELOGIC INC,1175685.0,BladeLogic Inc,0
31dec2012,2012,SDBT,SOUNDBITE COMMUNICATIONS INC,1163698.0,SoundBite Communications Inc,0
31dec2008,2008,LIMC,LIMCO-PIEDMONT INC,1395943.0,Limco-Piedmont Inc,0
31mar2016,2015,HGGGQ,HHGREGG INC,1396279.0,hhgregg Inc,0
31dec2009,2009,AIRV,AIRVANA INC,1116435.0,Airvana Inc,0
31dec2013,2013,GTATQ,GT ADVANCED TECHNOLOGIES INC,1394954.0,GT Advanced Technologies Inc,0
30jun2014,2014,TPIY,TIANYIN PHARMACEUTICAL CO,1362718.0,Tianyin Pharmaceutical Co Inc,0
31jan2016,2015,TCRRF,TERRACE ENERGY CORP,1525047.0,Terrace Energy Corp,0
31dec2011,2011,EBTX,ENCORE BANCSHARES INC,1319327.0,Encore Bancshares Inc,0
31dec2015,2015,COYNQ,COPSYNC INC,1383154.0,COPsync Inc,0
31dec2014,2014,OWW,ORBITZ WORLDWIDE INC,1394159.0,Orbitz Worldwide Inc,0
31mar2016,2015,MXSG,MEXUS GOLD US,1355677.0,Mexus Gold US,0
31dec2012,2012,DOLNQ,DOLAN CO,1396838.0,Dolan Co (The),0
31dec2006,2006,NDMX,NANODYNAMICS INC -REDH,1395000.0,NanoDynamics Inc,0
31dec2013,2013,YONG,YONGYE INTERNATIONAL INC,1398551.0,Yongye International Inc,0
31dec2009,2009,VOLT.2,VOLTAIRE LTD,1401678.0,Voltaire Ltd,1
31dec2014,2014,PWRD,PERFECT WORLD CO LTD,1403849.0,Perfect World Co Ltd,0
31dec2007,2007,BRKC,BROOKE CAPITAL CORP,1082084.0,Brooke Capital Corp,0
31dec2009,2009,CSGJ,CHINA SHUANGJI CEMENT LTD,1375494.0,China Shuangji Cement Ltd,0
30nov2014,2014,CHUM,CHUMA HOLDINGS INC,1388982.0,Chuma Holdings Inc,0
31dec2010,2010,CYDEQ,CYBERDEFENDER CORP,1377720.0,CyberDefender Corp,0
31jul2010,2010,CWEY,CHINA WIND ENERGY INC,1393109.0,China Wind Energy Inc,0
31dec2015,2015,CMGO,CMG HOLDINGS GROUP INC,1346655.0,CMG Holdings Group Inc,0
31dec2015,2015,EJ,E-HOUSE CHINA HOLDINGS  -ADR,1405658.0,E-House (China) Holdings Ltd,0
31dec2006,2006,CROS,CROSS MATCH TECH INC-REDH,1397197.0,Cross Match Technologies Inc,0
31dec2014,2014,WX,WUXI PHARMATECH (CAYMAN)-ADR,1403132.0,WuXi PharmaTech (Cayman) Inc,1
28feb2011,2010,DMAN.1,DEMANDTEC INC,1400400.0,DemandTec Inc,0
31may2015,2014,ABKI,ABAKAN INC,1400000.0,Abakan Inc,0
31dec2010,2010,PTCP,PETROCORP INC/DE,1393044.0,PetroCorp Inc/DE,0
31dec2010,2010,CSKH,CLEAR SKIES SOLAR INC,1402857.0,Clear Skies Solar Inc,0
31dec2015,2015,VRS1,VERSO PAPER HOLDINGS LLC,1395864.0,Verso Paper Holdings LLC,1
31dec2007,2007,CYRS,CHEYENNE RESOURCES CORP,1384139.0,Cheyenne Resources Corp,0
30sep2012,2012,CYCA,CYTTA CORP,1383088.0,Cytta Corp,0
31dec2014,2014,RDAR,RAADR INC,1384365.0,Raadr Inc,0
31dec2012,2012,SMKY,SMOKY MARKET FOODS INC,1370544.0,Smoky Market Foods Inc,0
31dec2010,2010,ENP,ENCORE ENERGY PARTNERS LP,1398664.0,Encore Energy Partners LP,0
31dec2006,2006,ZARS,ZARS PHARMA INC-REDH,1062536.0,ZARS Pharma Inc,0
31dec2007,2007,VNBK,VENTURE FINANCIAL GROUP INC,892449.0,Venture Financial Group Inc,0
31dec2013,2013,FLY,FLY LEASING LTD  -ADR,1407298.0,Fly Leasing Ltd,0
31dec2010,2010,CCGM,CHINA CGAME INC,1287668.0,China CGame Inc,0
31dec2012,2012,DUF,DUFF & PHELPS CORP,1397821.0,Duff & Phelps Corp,0
31dec2007,2007,RGYH,RENEGY HOLDINGS INC,1398931.0,Renegy Holdings Inc,0
31dec2011,2011,BFED,BEACON FEDERAL BANCORP INC,1401573.0,Beacon Federal Bancorp Inc,0
31dec2014,2014,CTCT,CONSTANT CONTACT INC,1405277.0,Constant Contact Inc,0
31dec2011,2011,MAPP,MAP PHARMACEUTICALS INC,1401923.0,MAP Pharmaceuticals Inc,0
31aug2014,2014,ZEP,ZEP INC,1408287.0,Zep Inc,0
30sep2010,2010,NNHE,NEENAH ENTERPRISES INC,855667.0,Neenah Enterprises Inc,0
31dec2009,2009,CML,COMPELLENT TECHNOLOGIES INC,1253955.0,Compellent Technologies Inc,0
31dec2008,2008,VM,VIRGIN MOBILE USA INC,1396546.0,Virgin Mobile USA Inc,0
31jan2008,2007,KIDSQ,PARENT CO,1325118.0,Parent Co (The),0
31dec2015,2015,LPSB,LAPORTE BANCORP INC,1549276.0,LaPorte Bancorp Inc,0
31dec2013,2013,PATAQ,PATRIOT COAL CORP,1376812.0,Patriot Coal Corp,1
30jun2013,2013,NED,NOAH EDUCATION HOLDINGS -ADR,1411825.0,Noah Education Holdings Ltd,0
31dec2010,2010,KLEG,KL ENERGY CORP,1403548.0,KL Energy Corp,0
31dec2013,2013,BAXSQ,BAXANO SURGICAL INC,1230355.0,Baxano Surgical Inc,0
31dec2011,2011,SGS,STREAM GLOBAL SERVICES INC,1405287.0,Stream Global Services Inc,0
31dec2008,2008,MV.2,METAVANTE TECHNOLOGIES INC,1399768.0,Metavante Technologies Inc,0
31mar2008,2007,CRGIY,CORGI INTERNATIONAL LTD -ADR,1028637.0,Corgi International Ltd,0
31dec2008,2008,FUQI,FUQI INTERNATIONAL INC,1382696.0,Fuqi International Inc,0
31mar2010,2009,LGFTY,LONGTOP FINANCIAL TECH -ADR,1412494.0,Longtop Financial Technologies Ltd,0
31dec2006,2006,MERR.1,MERRION PHARMACEUTICALS LTD,1394409.0,Merrion Pharmaceuticals Ltd,0
31dec2009,2009,FGXI,FGX INTERNATIONAL HLDGS LTD,1357227.0,FGX International Holdings Ltd,0
31dec2008,2008,PMII,POWER MEDICAL INTERVENTIONS,1398090.0,Power Medical Interventions Inc,0
30jun2007,2007,HOLX.P,HOLOGIC INC-PRO FORMA,,Hologic Inc-Pro Forma,0
31dec2009,2009,GXDX,GENOPTIX INC,1138412.0,Genoptix Inc,0
31dec2015,2015,NSPH,NANOSPHERE INC,1105184.0,Nanosphere Inc,0
31dec2013,2013,GA,GIANT INTERACTIVE GROUP -ADR,1415016.0,Giant Interactive Group Inc,1
31dec2015,2015,IQNT,INTELIQUENT INC,1292653.0,Inteliquent Inc,0
31dec2014,2014,IMRSQ,IMRIS INC,1489161.0,IMRIS Inc,1
31dec2009,2009,GLG.1,GLG PARTNERS INC,1365790.0,GLG Partners Inc,0
31dec2008,2008,ARYX,ARYX THERAPEUTICS INC,1410064.0,ARYx Therapeutics Inc,0
30jun2009,2009,BFRM,BIOFORM MEDICAL INC,1282393.0,BioForm Medical Inc,0
31dec2009,2009,ICXT,ICX TECHNOLOGIES INC,1334303.0,ICx Technologies Inc,0
31dec2015,2015,HTS,HATTERAS FINANCIAL CORP,1419521.0,Hatteras Financial Corp,1
31dec2006,2006,PXP.P,PLAINS EXPLR & PROD-PROFORMA,,Plains Exploration & Production -Pro Forma,0
31dec2006,2006,EYT,EYETEL IMAGING INC-REDH,1205653.0,EyeTel Imaging Inc,0
31dec2008,2008,QELP,QUEST ENERGY PARTNERS LP,1407185.0,Quest Energy Partners LP,0
31dec2015,2015,NPD,CHINA NEPSTAR CHAIN DRUG-ADS,1414850.0,China Nepstar Chain Drugstore Ltd,0
31dec2008,2008,OSP,OSG AMERICA LP,1409134.0,OSG America LP,0
31dec2012,2012,ES.2,ENERGYSOLUTIONS INC,1393744.0,EnergySolutions Inc,1
31dec2011,2011,MKTSQ,DIRECT MARKETS HOLDINGS CORP,1054303.0,Direct Markets Holdings Corp,0
31dec2006,2006,RLNT,RELIANT TECH INC-REDH,1232468.0,Reliant Technologies Inc,0
31dec2009,2009,INET,INTERNET BRANDS INC,1080131.0,Internet Brands Inc,0
31dec2009,2009,ABII,ABRAXIS BIOSCIENCE INC,1409012.0,Abraxis BioScience Inc,1
30jun2014,2014,RLIA,RELIABRAND INC,1406243.0,ReliaBrand Inc,0
