cik,conml,year,href
3982,Allis-Chalmers Energy Inc,2010,https://www.sec.gov/Archives/edgar/data/0000003982/000114420411000793/v207249_8k.htm
3982,Allis-Chalmers Energy Inc,2010,https://www.sec.gov/Archives/edgar/data/0000003982/000134100411000615/ex10-1.htm
3982,Allis-Chalmers Energy Inc,2010,https://www.sec.gov/Archives/edgar/data/0000003982/000134100411000612/form8-k.htm
5016,American Financial Corp,2002,https://www.sec.gov/Archives/edgar/data/0000005016/000104204603000139/afc7038k.htm
5016,American Financial Corp,2002,https://www.sec.gov/Archives/edgar/data/0000005016/000104204603000189/afc8k-oct.htm
6292,Analysts International Corp,2012,https://www.sec.gov/Archives/edgar/data/0000006292/000110465913066744/a13-19383_1ex10d2.htm
6292,Analysts International Corp,2012,https://www.sec.gov/Archives/edgar/data/0000006292/000110465913066744/a13-19383_1ex10d1.htm
6292,Analysts International Corp,2012,https://www.sec.gov/Archives/edgar/data/0000006292/000110465913066744/a13-19383_1ex2d1.htm
6292,Analysts International Corp,2012,https://www.sec.gov/Archives/edgar/data/0000006292/000110465913066744/a13-19383_1ex4d1.htm
6292,Analysts International Corp,2012,https://www.sec.gov/Archives/edgar/data/0000006292/000157104913000955/t1300527_8k.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004383/f8k_110413.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004375/f8k_110413.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004375/exh_991.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004397/f8ka_110413.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004375/exh_21.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004375/exh_101.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004383/exh_991.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004829/exh_21.htm
6314,Anaren Inc,2013,https://www.sec.gov/Archives/edgar/data/0000006314/000117184313004397/exh_101.htm
9096,Badger Paper Mills Inc,2004,https://www.sec.gov/Archives/edgar/data/0000009096/000110465905045481/a05-16728_18k.htm
9342,Baldor Electric Co,2009,https://www.sec.gov/Archives/edgar/data/0000009342/000119312510270799/d8k.htm
9342,Baldor Electric Co,2009,https://www.sec.gov/Archives/edgar/data/0000009342/000119312510270799/dex991.htm
9442,Baltek Corp,2002,https://www.sec.gov/Archives/edgar/data/0000009442/000091431703000737/exhibit99-2.txt
9442,Baltek Corp,2002,https://www.sec.gov/Archives/edgar/data/0000009442/000091431703000737/exhibit99-3.txt
9442,Baltek Corp,2002,https://www.sec.gov/Archives/edgar/data/0000009442/000104746903022399/a2113779zex-99_1.txt
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w1.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w7.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w6.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016019/y72815exv99w1.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000089914008002295/b4629452b.txt
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w3.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w9.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w8.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w2.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w4.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308008067/y63459e8vk.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016015/y72799exv10w5.htm
10081,Barr Pharmaceuticals Inc,2007,https://www.sec.gov/Archives/edgar/data/0000010081/000095012308016019/y72815e8vk.htm
11027,Carlyle Industries Inc,2001,https://www.sec.gov/Archives/edgar/data/0000011027/000095013602001652/file001.txt
12355,Black & Decker Corp (The),2009,https://www.sec.gov/Archives/edgar/data/0000012355/000119312510055515/d8k.htm
12355,Black & Decker Corp (The),2009,https://www.sec.gov/Archives/edgar/data/0000012355/000119312510054834/d8k.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513289463/d567334d8k.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513089903/d495826dex101.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513427646/d623216dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513066496/d489600dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513307564/d575143d8k.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513071762/d490164dex101.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513203859/d533500dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513300230/d573169dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513300230/d573169d8k.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513312760/d577103d8k.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513307564/d575143dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513071762/d490164dex21.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513289463/d567334dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513370543/d600740d8k.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513203174/d533409dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513204789/d534346dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513320481/d579420dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513321815/d581038dex991.htm
12978,OfficeMax Inc,2012,https://www.sec.gov/Archives/edgar/data/0000012978/000119312513071762/d490164d8k.htm
13610,Bowne & Co Inc,2009,https://www.sec.gov/Archives/edgar/data/0000013610/000095012310015941/y82863e8vk.htm
13610,Bowne & Co Inc,2009,https://www.sec.gov/Archives/edgar/data/0000013610/000095012310053483/y84812exv99w1.htm
13610,Bowne & Co Inc,2009,https://www.sec.gov/Archives/edgar/data/0000013610/000129993310003760/exhibit1.htm
13610,Bowne & Co Inc,2009,https://www.sec.gov/Archives/edgar/data/0000013610/000095012310053483/y84812e8vk.htm
13610,Bowne & Co Inc,2009,https://www.sec.gov/Archives/edgar/data/0000013610/000129993310003760/htm_39407.htm
14803,Tom Brown Inc.,2003,https://www.sec.gov/Archives/edgar/data/0000014803/000095012904003472/h15644e8vk.txt
14803,Tom Brown Inc.,2003,https://www.sec.gov/Archives/edgar/data/0000014803/000095012904002115/h14507e8vk.txt
14803,Tom Brown Inc.,2003,https://www.sec.gov/Archives/edgar/data/0000014803/000095012904002115/h14507exv2w1.txt
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513373457/d599184d8k.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513363983/d596697dex991.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513330093/d583109d8k.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513341036/d585889d8k.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513330093/d583109dex992.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513330093/d583109dex991.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513373457/d599184dex21.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513341036/d585889dex21.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513406103/d615504dex991.htm
18169,Dole Food Co Inc,2012,https://www.sec.gov/Archives/edgar/data/0000018169/000119312513363983/d596697d8k.htm
18808,Central Vermont Public Service Corp,2011,https://www.sec.gov/Archives/edgar/data/0000018808/000001880812000005/fm8kbylaws22712.htm
18808,Central Vermont Public Service Corp,2011,https://www.sec.gov/Archives/edgar/data/0000018808/000001880812000014/fm8k61812.htm
18808,Central Vermont Public Service Corp,2011,https://www.sec.gov/Archives/edgar/data/0000018808/000001880812000011/fm8kpfdstkred.htm
19520,Chattem Inc,2009,https://www.sec.gov/Archives/edgar/data/0000019520/000119312509259392/d8k.htm
19520,Chattem Inc,2009,https://www.sec.gov/Archives/edgar/data/0000019520/000119312509259392/dex21.htm
19520,Chattem Inc,2009,https://www.sec.gov/Archives/edgar/data/0000019520/000119312509259392/dex41.htm
21212,All American Group Inc,2009,https://www.sec.gov/Archives/edgar/data/0000021212/000002121210000090/ex9911082010.htm
21212,All American Group Inc,2009,https://www.sec.gov/Archives/edgar/data/0000021212/000002121210000096/f8k11092010.htm
23071,Artesyn Technologies Inc.,2005,https://www.sec.gov/Archives/edgar/data/0000023071/000119312506018516/d8k.htm
23071,Artesyn Technologies Inc.,2005,https://www.sec.gov/Archives/edgar/data/0000023071/000119312506018516/dex991.htm
23071,Artesyn Technologies Inc.,2005,https://www.sec.gov/Archives/edgar/data/0000023071/000127528706002106/at5499ex99.htm
23259,CT Communications Inc,2006,https://www.sec.gov/Archives/edgar/data/0000023259/000095014407008130/g09205exv99w1.htm
23259,CT Communications Inc,2006,https://www.sec.gov/Archives/edgar/data/0000023259/000095014407005346/g07689k2exv4w1.htm
23259,CT Communications Inc,2006,https://www.sec.gov/Archives/edgar/data/0000023259/000095014407005346/g07689k2e8vk.htm
23259,CT Communications Inc,2006,https://www.sec.gov/Archives/edgar/data/0000023259/000095014407005346/g07689k2exv2w1.htm
23259,CT Communications Inc,2006,https://www.sec.gov/Archives/edgar/data/0000023259/000095014407007149/g08701kexv99w1.htm
23259,CT Communications Inc,2006,https://www.sec.gov/Archives/edgar/data/0000023259/000095014407008130/g09205e8vk.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514257826/d752988dex991.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514224170/d736610dex991.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514195215/d723731dex103.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514237838/d741500dex991.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514237838/d741500d8k.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514236445/d742382dex991.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514195215/d723731dex21.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514332209/d784260d8k.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514195215/d723731dex101.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514193693/d723906d8k.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514195215/d723731dex102.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514259322/d752123dex21.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514259322/d752123d8k.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514259322/d752123dex991.htm
23666,Hillshire Brands Co,2014,https://www.sec.gov/Archives/edgar/data/0000023666/000119312514195215/d723731d8k.htm
25118,Cotton States Life Insurance Company,2003,https://www.sec.gov/Archives/edgar/data/0000025118/000095014404009401/g91098exv2w1w1.txt
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/form8k.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_8.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_11.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000090951813000232/mm12-1213_8k.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_4.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_10.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_6.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_5.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000090951813000242/mm12-3013_8k.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_1.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_7.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_9.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex99_1.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex2_1.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000114036113041353/ex10_2.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000090951813000242/mm12-3013_8ke991.htm
25793,Costa Inc,2012,https://www.sec.gov/Archives/edgar/data/0000025793/000090951813000232/mm12-1213_8ke991.htm
26987,SMTEK International Inc,2004,https://www.sec.gov/Archives/edgar/data/0000026987/000110465904040309/a04-15052_18ka.htm
26987,SMTEK International Inc,2004,https://www.sec.gov/Archives/edgar/data/0000026987/000110465904036571/a04-13810_18k.htm
26987,SMTEK International Inc,2004,https://www.sec.gov/Archives/edgar/data/0000026987/000110465904036571/a04-13810_1ex99d1.htm
26987,SMTEK International Inc,2004,https://www.sec.gov/Archives/edgar/data/0000026987/000110465904036571/a04-13810_1ex2d1.htm
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000095012307012721/y39796exv2w1.htm
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000115752307011916/a5560522ex991.htm
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000115752307012472/a5573986ex1-1.txt
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000115752307010527/a5534003ex991.htm
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000095012307012721/y39796exv2w2.htm
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000115752307012005/a5563583.txt
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000115752307010663/a5536242ex99-1.txt
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000095012307012721/y39796e8vk.htm
31617,EDO Corp,2006,https://www.sec.gov/Archives/edgar/data/0000031617/000115752307012472/a5573986.txt
31660,ECC International Corp.,2003,https://www.sec.gov/Archives/edgar/data/0000031660/000092189503000579/ex992to8k_08212003.htm
31660,ECC International Corp.,2003,https://www.sec.gov/Archives/edgar/data/0000031660/000104746903032490/a2119824z8-k.htm
31660,ECC International Corp.,2003,https://www.sec.gov/Archives/edgar/data/0000031660/000092189503000579/form8k04725_08212003.htm
32870,Quixote Corp,2009,https://www.sec.gov/Archives/edgar/data/0000032870/000110465909072001/a09-37155_1ex2d5.htm
33325,Equity Oil Co,2003,https://www.sec.gov/Archives/edgar/data/0000033325/000089973304000009/exhibit991.htm
33325,Equity Oil Co,2003,https://www.sec.gov/Archives/edgar/data/0000033325/000089973304000009/exhibit103.htm
33325,Equity Oil Co,2003,https://www.sec.gov/Archives/edgar/data/0000033325/000089973304000059/exhibit991.htm
33325,Equity Oil Co,2003,https://www.sec.gov/Archives/edgar/data/0000033325/000089973304000009/exhibit101.htm
33325,Equity Oil Co,2003,https://www.sec.gov/Archives/edgar/data/0000033325/000089973304000009/exhibit102.htm
34151,Jo-Ann Stores Inc.,2010,https://www.sec.gov/Archives/edgar/data/0000034151/000095012310116036/l41440e8vk.htm
34151,Jo-Ann Stores Inc.,2010,https://www.sec.gov/Archives/edgar/data/0000034151/000095012310116335/l41441e8vk.htm
34151,Jo-Ann Stores Inc.,2010,https://www.sec.gov/Archives/edgar/data/0000034151/000095012310116340/l41444exv99w3.htm
34151,Jo-Ann Stores Inc.,2010,https://www.sec.gov/Archives/edgar/data/0000034151/000095012310116036/l41440exv99w1.htm
37643,Florida Public Utilities Co,2008,https://www.sec.gov/Archives/edgar/data/0000037643/000095013809000309/form8k.htm
37643,Florida Public Utilities Co,2008,https://www.sec.gov/Archives/edgar/data/0000037643/000095013809000309/exh99-1.htm
37643,Florida Public Utilities Co,2008,https://www.sec.gov/Archives/edgar/data/0000037643/000095013809000517/exh99-1.htm
39547,Metromedia International Group Inc.,2004,https://www.sec.gov/Archives/edgar/data/0000039547/000115752305001589/a4825394.txt
39547,Metromedia International Group Inc.,2004,https://www.sec.gov/Archives/edgar/data/0000039547/000115752305000090/a4794595ex991.txt
39547,Metromedia International Group Inc.,2004,https://www.sec.gov/Archives/edgar/data/0000039547/000115752305000090/a4794595.txt
39547,Metromedia International Group Inc.,2004,https://www.sec.gov/Archives/edgar/data/0000039547/000115752305001589/a4825394ex992.txt
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512182376/d340080dex23.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512182376/d340080dex24.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512306107/d381872dex991.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512182376/d340080d8k.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512325978/d388741d8k.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512220051/d349896dex991.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512282228/d371715dex991.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512306107/d381872d8k.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512182376/d340080dex991.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512282228/d371715d8k.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512191428/d344560dex991.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512341237/d393330d8k.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512325978/d388741dex991.htm
41023,GeoResources Inc,2011,https://www.sec.gov/Archives/edgar/data/0000041023/000119312512182376/d340080dex22.htm
41499,Gillette Co (The),2004,https://www.sec.gov/Archives/edgar/data/0000041499/000095010305001865/aug1505_8k.htm
41499,Gillette Co (The),2004,https://www.sec.gov/Archives/edgar/data/0000041499/000095010305000139/jan2705_ex1001.htm
41499,Gillette Co (The),2004,https://www.sec.gov/Archives/edgar/data/0000041499/000095010305001449/ex1003.htm
41499,Gillette Co (The),2004,https://www.sec.gov/Archives/edgar/data/0000041499/000095010305001449/ex1002.htm
41499,Gillette Co (The),2004,https://www.sec.gov/Archives/edgar/data/0000041499/000095010305000139/jan2705_8k.htm
41499,Gillette Co (The),2004,https://www.sec.gov/Archives/edgar/data/0000041499/000095010305001449/ex1001.htm
42542,Goodrich Corp,2011,https://www.sec.gov/Archives/edgar/data/0000042542/000119312512328867/d388891d8k.htm
43362,Great Lakes Chemical Corp.,2004,https://www.sec.gov/Archives/edgar/data/0000043362/000090951805000153/jd3-9ex_99.txt
43362,Great Lakes Chemical Corp.,2004,https://www.sec.gov/Archives/edgar/data/0000043362/000090951805000153/jd3-9_merger.txt
45599,Harland (John H.) Co,2006,https://www.sec.gov/Archives/edgar/data/0000045599/000110465907025854/a07-9939_1ex99d1.htm
45599,Harland (John H.) Co,2006,https://www.sec.gov/Archives/edgar/data/0000045599/000004559907000002/ex99-1.txt
45599,Harland (John H.) Co,2006,https://www.sec.gov/Archives/edgar/data/0000045599/000110465907000943/a07-1347_1ex99d1.htm
45599,Harland (John H.) Co,2006,https://www.sec.gov/Archives/edgar/data/0000045599/000110465907013409/a07-6499_1ex99d1.htm
45599,Harland (John H.) Co,2006,https://www.sec.gov/Archives/edgar/data/0000045599/000110465907028416/a07-11414_18k.htm
45599,Harland (John H.) Co,2006,https://www.sec.gov/Archives/edgar/data/0000045599/000004559907000004/ex99-1a.txt
46267,Hawthorne Financial Corp,2003,https://www.sec.gov/Archives/edgar/data/0000046267/000095015004000097/a96007exv2w1.txt
46653,Ablest Inc.,2006,https://www.sec.gov/Archives/edgar/data/0000046653/000095014407003104/g06497e8vk.htm
46653,Ablest Inc.,2006,https://www.sec.gov/Archives/edgar/data/0000046653/000095014407003104/g06497exv10w1.htm
46653,Ablest Inc.,2006,https://www.sec.gov/Archives/edgar/data/0000046653/000095014407005535/g07826e8vk.htm
46653,Ablest Inc.,2006,https://www.sec.gov/Archives/edgar/data/0000046653/000095014407003104/g06497exv99w1.htm
46653,Ablest Inc.,2006,https://www.sec.gov/Archives/edgar/data/0000046653/000095014407005207/g07669e8vk.htm
46653,Ablest Inc.,2006,https://www.sec.gov/Archives/edgar/data/0000046653/000095014407005579/g07812e8vk.htm
46709,Helix Technology Corp,2004,https://www.sec.gov/Archives/edgar/data/0000046709/000110465905031971/a05-12040_18k.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310033929/b80492exv99w1.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310035821/b80597e8vk.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310033929/b80492e8vk.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310035821/b80597exv99w1.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310024691/b80089exv99w1.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310035821/b80597exv99w2.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310023114/b80040e8vk.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310035821/b80597exv10w1.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310063441/b81570e8vk.htm
50710,Javelin Pharmaceuticals Inc,2009,https://www.sec.gov/Archives/edgar/data/0000050710/000095012310023114/b80040exv10w1.htm
55698,First Years Inc (The),2003,https://www.sec.gov/Archives/edgar/data/0000055698/000119312504154986/dex991.htm
55698,First Years Inc (The),2003,https://www.sec.gov/Archives/edgar/data/0000055698/000117152004000208/ex99-2.txt
55698,First Years Inc (The),2003,https://www.sec.gov/Archives/edgar/data/0000055698/000117152004000208/ex4-2.txt
55820,Enstar Group Inc,2005,https://www.sec.gov/Archives/edgar/data/0000055820/000095014406010776/g04345exv99w1.htm
55820,Enstar Group Inc,2005,https://www.sec.gov/Archives/edgar/data/0000055820/000095014406006072/g02130e8vk.htm
55820,Enstar Group Inc,2005,https://www.sec.gov/Archives/edgar/data/0000055820/000095014406007910/g03005exv99w1.htm
55820,Enstar Group Inc,2005,https://www.sec.gov/Archives/edgar/data/0000055820/000095014406005320/g01758exv2w2.txt
55820,Enstar Group Inc,2005,https://www.sec.gov/Archives/edgar/data/0000055820/000095014406005320/g01758e8vk.htm
55820,Enstar Group Inc,2005,https://www.sec.gov/Archives/edgar/data/0000055820/000095014406005320/g01758exv2w3.txt
55820,Enstar Group Inc,2005,https://www.sec.gov/Archives/edgar/data/0000055820/000095014406006072/g02130exv99w1.htm
